county,site_code,site_name,latitude,longitude,sample_date,chemical_name,concentration_ppb,level_of_quantification_ppb,method_detection_level_ppb,sample_type,study_cd,study_description,study_weblink,data_source,agency,record_id
Yolo,57_61,Tule Canal A Rd 22 Nr Woodland Ca,38.67636,-121.64397,2016-08-09,imidacloprid,0.0097,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Dept. Of Water Resources (Dwr),7263783
Santa Clara,43_61,Stevens C A Barranca Dr A Monta Vista Ca,37.33444,-122.06444,2016-06-08,imidacloprid,0.0366,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 2 San Francisco Bay,7256898
Kings,16_12,Empire Weir pool at Hwy 41 (#2). CEDEN: 551EWPH41,36.1786,-119.83414,2015-06-30,imidacloprid,0.0043,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 5 Central Valley Region,7266048
San Joaquin,39_17,San Joaquin River near Vernalis,37.67555,-121.26547,2016-12-16,thiamethoxam,0.0064,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,USGS California Water Science Center,7260825
Kings,16_12,Empire Weir pool at Hwy 41 (#2). CEDEN: 551EWPH41,36.1786,-119.83414,2015-04-14,clothianidin,0.0068,0.0039,0.0039,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 5 Central Valley Region,7262031
Kings,16_12,Empire Weir pool at Hwy 41 (#2). CEDEN: 551EWPH41,36.1786,-119.83414,2016-03-07,imidacloprid,0.0069,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 5 Central Valley Region,7265682
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-08-07,dinotefuran,0.697,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7266904
San Joaquin,39_17,San Joaquin River near Vernalis,37.67555,-121.26547,2013-05-29,imidacloprid,0.0258,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,USGS California Water Science Center,7159434
San Joaquin,39_17,San Joaquin River near Vernalis,37.67555,-121.26547,2013-11-21,imidacloprid,0.0183,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,USGS California Water Science Center,7169277
Stanislaus,50_28,Orestimba Creek at River Road (trib. to SJR),37.41397,-121.01502,2013-08-26,imidacloprid,0.0122,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,USGS California Water Science Center,7159433
Sonoma,49_42,Mark West Creek at Trenton Healdsburg Road. CEDEN: 114MW0930,38.49405,-122.85308,2016-10-28,imidacloprid,0.0112,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 1 North Coast Region,7256761
San Diego,37_48,Sweetwater River 8 (909SSWR08 2006 SWAMP),32.65897,-117.04181,2016-02-01,dinotefuran,0.0049,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7256113
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-06-08,thiamethoxam,0.145,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7257093
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-06-08,imidacloprid,0.0506,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7255886
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-12-19,clothianidin,0.053,0.0039,0.0039,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7261953
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-02-01,thiamethoxam,0.0318,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7256849
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2015-08-26,clothianidin,0.0922,0.0039,0.0039,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7259761
San Diego,37_48,Sweetwater River 8 (909SSWR08 2006 SWAMP),32.65897,-117.04181,2016-02-01,imidacloprid,0.0151,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7255584
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2015-08-26,thiamethoxam,0.293,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7259767
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-12-19,dinotefuran,1.89,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7256716
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2015-08-26,imidacloprid,0.0247,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7255845
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-06-08,dinotefuran,0.541,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7256473
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-12-19,thiamethoxam,0.126,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7257331
San Diego,37_48,Sweetwater River 8 (909SSWR08 2006 SWAMP),32.65897,-117.04181,2016-12-19,imidacloprid,0.0383,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7256048
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-02-01,clothianidin,0.0113,0.0039,0.0039,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7258668
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2015-08-26,dinotefuran,0.897,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7255991
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-12-19,imidacloprid,0.0891,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7255239
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-10-18,dinotefuran,0.914,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7255988
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-06-08,clothianidin,0.0772,0.0039,0.0039,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7258669
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-10-18,clothianidin,0.089,0.0039,0.0039,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7263045
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-10-18,imidacloprid,0.0885,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7255769
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-02-01,dinotefuran,0.123,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7255746
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-10-18,thiamethoxam,0.328,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 9 San Diego Region,7257218
San Joaquin,39_17,San Joaquin River near Vernalis,37.67555,-121.26547,2013-07-19,imidacloprid,0.0184,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,USGS California Water Science Center,7140116
Solano,48_189,DELTA RMP YOLO-002,38.26919,-121.692,2018-12-19,imidacloprid,0.0053,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U S Geological Survey,7261332
Monterey,27_94,Salinas Reclamation Canal @ La Guardia,36.65683,-121.6135,2017-01-12,imidacloprid,0.182,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 3 Central Coast Region,7258902
Monterey,27_94,Salinas Reclamation Canal @ La Guardia,36.65683,-121.6135,2015-12-15,acetamiprid,0.0163,0.0033,0.0033,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 3 Central Coast Region,7256557
San Joaquin,39_95,San Joaquin R at Buckley Cove. CEDEN: 544LSAC13,37.97183,-121.37362,2018-12-19,imidacloprid,0.0175,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U S Geological Survey,7262060
San Luis Obispo,40_47,San Luis Obispo C A Los Osos Vly Rd Nr San Luis Ob,35.24333,-120.68111,2015-11-16,dinotefuran,0.0173,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 3 Central Coast Region,7256199
San Joaquin,39_95,San Joaquin R at Buckley Cove. CEDEN: 544LSAC13,37.97183,-121.37362,2016-02-17,imidacloprid,0.0089,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7261152
San Luis Obispo,40_47,San Luis Obispo C A Los Osos Vly Rd Nr San Luis Ob,35.24333,-120.68111,2016-07-13,imidacloprid,0.0982,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 3 Central Coast Region,7264002
San Luis Obispo,40_47,San Luis Obispo C A Los Osos Vly Rd Nr San Luis Ob,35.24333,-120.68111,2016-08-30,imidacloprid,0.0814,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 3 Central Coast Region,7262910
Solano,48_27,Ulatis Crk at Brown Rd,38.30713,-121.79331,2018-12-18,dinotefuran,0.015,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U S Geological Survey,7263883
Monterey,27_94,Salinas Reclamation Canal @ La Guardia,36.65683,-121.6135,2015-04-29,thiamethoxam,1.44,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,Calif. Regional WQCB No. 3 Central Coast Region,7261781
